age,gender,honesty_humility,emotionality,extraversion,agreeableness,conscientiousness,openness,relationship_dishonesty,had_relationship_dishonesty,in_relationship,relationship_length_months,study_id
19,1,3.93,4.94,3.96,2.06,2.86,3.31,1.17,0,1,25,6
31,0,2.99,2.88,3.2,2.82,3.32,3.27,2.17,0,1,14,6
35,1,2.93,4.6,3.8,2.37,4.6,3.53,1.39,0,1,2,6
24,1,3.25,4.6,3.93,4.39,3.5,2.63,2.06,0,1,4,6
32,1,3.18,1.97,3.59,2.84,2.77,3.14,1.0,0,1,156,6
18,0,4.22,4.23,3.04,2.31,3.87,2.71,1.0,0,1,51,6
46,1,4.04,3.0,4.12,4.44,3.36,2.8,2.27,0,1,25,6
25,0,3.42,2.8,4.04,2.66,3.95,3.95,1.58,0,1,14,6
52,1,3.84,3.57,3.87,2.13,3.45,3.42,2.14,0,1,38,6
31,0,3.93,2.49,2.96,2.4,4.5,2.9,1.0,0,0,0,6
42,1,3.44,3.55,2.63,3.19,3.04,3.3,1.0,0,1,57,6
31,0,3.66,2.54,3.55,3.13,2.88,3.23,1.05,0,1,1,6
31,1,3.79,3.32,4.1,2.6,4.18,3.44,2.81,1,1,1,6
26,1,3.72,4.13,4.18,2.81,2.36,2.38,1.0,0,1,51,6
33,0,2.89,3.47,3.88,3.13,3.49,2.66,3.08,1,1,3,6
35,1,2.96,2.95,3.21,3.89,4.1,2.42,2.3,0,1,12,6
24,1,3.21,3.58,2.98,3.3,2.24,2.79,1.99,0,1,39,6
30,1,2.94,2.22,3.49,2.76,3.64,2.91,1.77,0,0,0,6
25,0,2.44,2.61,3.5,2.96,2.67,2.7,2.1,0,1,29,6
54,1,3.84,2.9,4.22,3.56,2.46,3.92,1.71,0,1,10,6
31,1,3.63,3.75,3.19,4.11,2.94,4.65,2.26,0,0,0,6
47,1,2.53,3.48,3.24,2.44,3.49,3.96,2.57,1,1,106,6
30,1,3.24,3.57,4.84,3.77,3.16,3.02,2.28,0,1,15,6
34,1,3.28,3.18,4.51,2.91,4.29,3.54,1.66,0,1,72,6
18,0,3.52,2.65,2.93,2.13,3.65,3.35,2.77,1,0,0,6
27,1,2.7,4.24,4.45,2.01,3.3,2.99,2.46,0,1,28,6
34,0,2.52,2.71,2.77,3.9,2.79,4.3,3.5,1,1,99,6
47,0,3.74,3.49,3.22,3.97,3.74,4.76,1.03,0,1,86,6
34,0,2.4,3.12,3.29,2.76,4.88,2.4,2.56,1,1,28,6
45,0,3.25,3.59,3.45,2.97,3.16,4.38,2.44,0,0,0,6
38,1,3.19,2.78,3.9,2.03,3.24,3.0,2.02,0,0,0,6
48,1,3.32,3.94,3.57,3.56,2.94,3.22,2.1,0,1,75,6
31,0,3.56,4.16,3.9,3.08,4.33,3.59,1.16,0,1,45,6
55,1,4.44,3.89,3.24,2.17,4.17,4.45,1.0,0,1,7,6
27,1,2.36,3.31,3.74,3.22,3.32,3.59,2.17,0,1,57,6
24,1,3.97,2.9,3.55,2.27,3.23,3.68,1.28,0,1,6,6
19,1,1.77,5.0,2.6,3.43,3.01,3.98,2.99,1,1,8,6
55,1,4.31,2.51,3.81,2.45,3.42,4.09,1.0,0,0,0,6
40,1,2.07,3.82,3.56,3.3,4.23,3.75,3.16,1,1,17,6
28,1,4.98,3.43,3.04,2.71,3.63,4.09,1.0,0,1,36,6
44,1,3.15,3.16,3.22,1.68,4.4,2.99,1.0,0,0,0,6
38,0,4.24,3.33,3.24,3.7,3.15,2.22,1.0,0,1,38,6
51,1,4.1,2.84,3.34,3.73,2.17,4.64,2.3,0,0,0,6
18,1,3.12,3.5,4.64,2.79,5.0,2.69,2.26,0,1,56,6
29,1,3.17,3.42,4.86,3.26,3.73,3.04,1.54,0,1,11,6
27,1,2.86,5.0,1.73,3.36,4.08,3.17,2.43,0,1,55,6
18,1,3.91,3.95,3.82,3.38,3.11,3.06,1.3,0,0,0,6
42,1,3.12,3.56,4.12,4.14,2.76,2.91,2.2,0,1,21,6
29,1,2.87,3.6,3.36,3.35,3.7,3.72,2.64,1,1,26,6
39,1,3.75,4.49,4.1,2.89,2.37,3.72,1.6,0,1,41,6
55,1,2.82,2.52,4.58,3.36,3.43,3.82,2.3,0,1,22,6
28,1,3.19,3.07,2.61,2.84,4.23,3.78,2.69,1,0,0,6
27,1,3.47,1.87,3.59,2.46,3.88,3.12,1.99,0,1,10,6
33,1,2.98,3.59,4.77,3.83,3.76,3.12,2.21,0,1,40,6
41,0,3.08,3.79,2.7,3.42,4.68,4.16,2.06,0,1,64,6
26,1,4.4,2.5,3.43,1.98,3.83,3.05,1.0,0,1,26,6
25,0,3.27,4.2,3.21,2.69,2.42,3.03,1.26,0,1,29,6
42,1,3.17,2.7,4.18,3.55,3.51,4.03,2.3,0,1,68,6
35,0,3.29,2.96,4.27,2.16,4.79,3.39,2.51,1,0,0,6
18,1,3.7,3.28,3.61,2.65,3.41,3.06,1.75,0,0,0,6
19,1,2.73,4.32,3.52,4.7,4.76,3.06,2.6,1,0,0,7
47,0,3.68,2.6,2.38,2.9,4.23,4.16,1.11,0,1,93,7
36,1,3.57,3.4,4.42,3.75,3.35,3.8,1.35,0,0,0,7
24,1,2.24,3.74,3.27,4.0,2.93,3.56,2.07,0,1,75,7
30,0,4.57,3.6,3.41,2.55,3.81,2.61,1.0,0,1,26,7
32,1,4.35,3.62,4.13,3.26,4.39,3.56,1.51,0,1,28,7
39,0,2.88,3.73,3.63,4.34,2.62,3.26,1.85,0,1,7,7
18,0,2.67,2.81,4.15,3.38,3.67,2.78,2.33,0,1,20,7
23,0,3.55,4.38,3.89,4.52,2.33,2.99,2.01,0,1,12,7
34,1,2.47,3.12,3.63,2.72,3.39,3.87,3.13,1,1,45,7
31,1,4.29,3.03,3.7,4.18,2.57,4.24,1.0,0,0,0,7
37,1,3.1,4.14,2.77,3.11,3.95,2.68,1.78,0,1,7,7
19,1,4.45,2.76,3.4,2.9,3.17,2.77,1.0,0,0,0,7
35,1,2.86,3.42,4.2,3.48,4.32,3.87,1.77,0,1,113,7
42,1,3.33,2.69,2.92,3.03,3.26,3.12,1.64,0,1,33,7
36,1,4.22,4.96,3.04,3.05,3.21,3.78,1.0,0,1,57,7
33,1,3.19,4.82,2.93,3.39,2.6,3.11,1.76,0,1,27,7
31,0,3.58,3.12,3.6,2.02,3.84,3.79,1.65,0,0,0,7
23,0,4.11,3.56,4.41,2.62,3.91,2.47,1.0,0,1,31,7
31,1,3.04,3.2,3.86,3.53,4.18,3.77,1.83,0,1,13,7
44,1,2.58,2.96,2.08,3.69,4.01,1.97,2.45,0,1,21,7
30,0,2.45,3.28,3.92,3.31,3.85,4.03,2.6,1,1,18,7
23,1,3.78,3.17,3.21,3.27,3.97,3.38,1.0,0,1,55,7
27,1,3.65,2.14,3.83,3.34,4.03,3.7,1.93,0,1,47,7
34,0,4.09,3.38,3.4,3.67,4.16,3.56,1.59,0,0,0,7
28,0,3.22,3.17,2.94,2.24,2.65,2.24,1.55,0,1,23,7
36,0,2.47,3.42,3.45,2.79,3.31,4.33,3.36,1,1,8,7
37,1,1.87,3.15,3.21,3.06,2.59,3.63,3.23,1,1,67,7
40,1,5.0,2.95,3.7,3.22,3.81,3.91,1.0,0,0,0,7
46,1,3.74,3.81,2.92,1.83,4.61,2.86,1.85,0,1,116,7
41,0,3.49,3.57,2.77,2.35,4.16,3.56,1.19,0,1,106,7
22,1,3.58,4.18,3.98,3.09,3.22,2.51,1.46,0,1,7,7
22,0,2.47,3.55,4.22,3.71,3.91,3.5,2.83,1,1,12,7
31,1,2.88,3.06,3.88,2.85,3.82,2.76,1.8,0,0,0,7
27,1,4.53,3.63,3.08,2.7,3.74,5.0,1.0,0,1,38,7
20,1,3.83,1.81,3.02,3.42,2.79,3.81,1.74,0,1,63,7
27,1,2.9,4.67,3.06,2.9,4.42,4.3,2.33,0,1,19,7
27,1,2.6,3.39,4.08,3.63,2.87,3.23,2.43,0,0,0,7
25,0,3.06,4.73,2.96,2.97,3.37,3.67,2.08,0,1,90,7
28,1,3.19,2.59,4.07,2.43,4.19,4.02,1.86,0,1,20,7
43,0,4.73,2.42,3.91,3.95,3.37,2.67,1.14,0,1,1,7
33,0,3.28,3.46,4.3,3.84,3.65,2.94,2.92,1,0,0,7
56,1,2.63,3.45,4.19,2.53,3.67,4.06,2.54,1,1,1,7
33,1,3.36,3.44,3.85,3.34,3.64,3.25,2.45,0,1,143,7
29,0,3.57,3.33,2.55,2.9,3.67,2.89,1.43,0,1,71,7
32,1,2.57,2.76,3.9,3.47,3.73,2.97,2.1,0,1,12,7
34,1,3.66,2.16,3.58,2.57,3.65,2.57,1.18,0,1,1,7
36,1,4.19,3.4,3.26,3.62,3.04,2.07,1.0,0,1,36,7
52,1,3.49,2.3,4.39,3.82,2.64,2.25,1.56,0,1,1,7
23,0,2.88,2.24,3.4,2.53,4.22,3.43,2.64,1,0,0,7
40,1,3.06,2.93,3.16,3.14,4.25,3.86,2.55,1,1,35,7
34,0,2.32,3.5,4.23,3.83,3.81,5.0,2.39,0,0,0,7
18,0,3.31,4.59,3.24,2.5,3.8,3.37,1.69,0,1,82,7
39,1,3.6,3.89,3.12,2.7,3.03,2.53,1.62,0,1,55,7
44,1,2.82,4.2,2.77,3.5,2.09,3.38,2.36,0,1,21,7
23,0,4.66,3.66,2.97,3.0,3.45,3.88,1.07,0,1,28,7
31,1,3.91,3.46,3.02,2.15,2.42,4.1,1.17,0,1,13,7
18,1,2.23,4.95,3.9,2.91,3.71,4.03,2.62,1,1,19,7
19,1,2.25,2.27,2.84,4.15,4.41,3.79,3.38,1,1,66,7
42,0,2.76,2.91,2.29,4.34,3.22,3.46,2.15,0,1,79,7
27,1,4.42,2.97,3.7,2.72,3.25,3.9,1.0,0,1,23,7
20,0,3.98,3.83,3.09,2.55,2.98,2.59,1.27,0,0,0,7
34,0,4.46,2.51,3.49,2.83,3.63,2.03,1.0,0,1,5,7
26,0,3.41,3.73,4.33,4.18,3.58,4.82,1.0,0,1,28,7
27,0,3.26,3.61,3.55,3.61,2.97,3.37,1.67,0,1,3,7
39,0,2.59,3.77,4.48,3.98,4.17,3.76,2.64,1,1,48,7
20,0,3.63,3.76,3.46,3.7,5.0,1.49,2.6,1,1,23,7
22,1,3.27,4.28,4.15,2.31,4.34,4.45,1.62,0,1,61,7
33,1,3.25,3.17,3.14,2.53,3.53,4.19,2.28,0,0,0,7
41,0,4.45,3.57,3.57,2.68,3.52,2.34,1.03,0,1,59,7
44,1,3.32,2.68,2.89,2.79,3.28,3.18,2.42,0,0,0,7
25,0,4.27,2.52,2.97,2.69,3.27,3.58,1.0,0,0,0,7
41,1,2.37,4.44,3.35,2.76,4.19,2.54,3.16,1,0,0,7
24,1,5.0,2.63,2.64,3.48,4.22,3.73,1.2,0,1,69,7
50,1,3.16,3.65,3.6,3.18,2.87,4.11,2.69,1,1,1,7
20,0,3.86,3.57,3.3,3.83,3.83,3.62,2.13,0,1,136,7
45,0,3.96,4.02,3.65,3.25,4.29,2.33,1.43,0,1,5,7
25,1,3.08,2.04,2.65,2.69,3.38,2.7,2.33,0,1,60,7
52,1,3.93,3.82,3.96,3.21,3.47,3.32,1.15,0,1,21,7
37,1,3.97,3.16,4.6,2.19,4.03,3.23,1.0,0,1,168,7
21,1,2.94,2.78,4.47,1.71,4.05,3.24,2.28,0,0,0,7
26,0,2.94,3.02,4.74,3.49,3.87,3.22,2.07,0,0,0,7
39,1,3.43,3.93,3.53,3.71,3.76,2.17,2.24,0,1,52,7
42,0,3.32,3.71,3.27,3.14,3.84,3.95,2.27,0,1,26,7
31,1,4.31,3.11,3.82,2.87,3.43,3.83,1.0,0,1,24,7
32,1,3.86,2.4,3.35,2.29,2.91,3.76,2.58,1,1,23,7
39,1,3.35,2.45,2.37,3.8,2.63,3.69,2.01,0,1,44,7
33,1,3.79,3.73,4.03,3.4,3.97,3.21,1.0,0,1,74,7
19,0,2.07,2.31,3.35,3.27,3.67,2.99,2.27,0,1,10,7
23,0,3.0,3.12,2.55,3.1,3.88,2.71,1.01,0,1,14,7
34,1,3.59,5.0,3.17,2.82,3.09,4.45,2.01,0,1,5,7
44,1,4.12,3.52,3.36,2.43,3.66,3.39,1.0,0,1,30,7
48,1,3.53,3.72,3.51,3.25,3.65,2.27,1.26,0,1,19,7
39,1,4.35,2.46,3.52,2.78,4.39,3.38,1.0,0,1,24,7
34,0,3.96,2.34,4.39,2.85,4.13,1.98,1.18,0,1,48,7
39,0,3.08,3.76,2.66,4.13,3.14,3.57,2.32,0,1,12,7
25,1,3.31,3.0,3.4,3.07,3.91,3.5,1.03,0,1,8,7
30,0,3.67,4.02,2.93,1.63,3.14,3.03,1.03,0,0,0,7
23,0,3.11,3.3,4.32,2.78,1.98,2.76,2.24,0,1,38,7
19,1,4.4,5.0,3.14,2.5,4.67,3.78,1.0,0,1,136,7
35,1,2.68,2.87,3.28,3.02,3.37,3.34,2.65,1,1,54,7
33,1,3.61,3.47,4.18,2.25,4.24,2.08,1.36,0,0,0,7
38,0,3.88,2.64,4.36,3.36,3.19,4.22,2.18,0,1,27,7
37,0,3.2,3.99,4.46,2.92,3.1,2.76,2.04,0,0,0,7
34,1,3.05,3.58,2.43,2.81,3.26,2.5,2.67,1,1,24,7
37,1,3.35,2.6,3.81,3.19,3.76,4.32,2.08,0,1,1,7
31,0,3.93,3.05,3.68,3.05,3.71,4.12,1.65,0,1,10,7
36,0,3.08,4.23,3.47,3.02,3.91,3.11,1.66,0,1,63,7
24,0,2.71,4.15,3.54,2.97,3.29,2.55,2.92,1,1,119,7
35,1,4.15,2.28,4.34,3.09,3.63,2.78,1.29,0,0,0,7
38,1,3.66,2.94,4.18,3.31,3.08,3.1,1.1,0,1,7,7
25,1,4.06,4.54,4.08,3.23,4.51,4.23,1.0,0,1,141,7
32,0,3.89,3.15,3.63,3.78,2.79,4.28,1.46,0,0,0,7
25,1,4.82,3.4,4.98,2.77,3.09,3.51,1.4,0,1,6,7
26,1,4.12,3.99,3.24,3.24,3.34,3.84,1.0,0,1,27,7
20,0,2.93,2.34,2.45,4.57,5.0,3.26,1.69,0,1,30,7
44,0,3.71,2.61,3.33,3.08,4.08,2.81,1.37,0,1,17,7
42,1,3.04,3.04,3.54,3.1,3.07,2.38,2.62,1,1,16,7
37,0,3.1,4.11,4.35,2.34,4.11,3.62,1.1,0,1,14,7
51,1,2.48,3.98,3.17,2.67,3.92,4.01,2.19,0,1,1,7
30,1,3.21,3.77,3.82,3.04,3.77,3.05,1.43,0,1,54,7
62,0,3.75,3.17,2.54,3.42,4.03,4.21,1.78,0,1,39,7
29,1,3.36,4.06,4.2,3.49,3.64,3.14,1.74,0,1,33,7
34,1,2.69,3.16,3.54,3.3,3.71,3.46,2.17,0,1,18,7
28,0,2.41,3.67,3.32,3.58,2.64,3.25,2.48,0,1,2,7
35,1,4.77,3.91,4.89,2.5,4.49,4.24,1.08,0,1,49,7
40,0,3.61,4.46,4.2,3.39,3.32,3.74,2.17,0,1,21,7
30,0,2.86,3.23,2.82,3.11,2.83,3.36,2.72,1,1,3,7
49,1,3.7,3.02,3.43,3.17,3.29,3.45,1.83,0,1,119,7
34,1,4.82,4.18,5.0,2.88,3.31,2.59,1.34,0,1,59,7
34,0,3.8,4.23,4.79,2.53,3.1,1.88,1.0,0,1,60,7
22,0,1.59,2.89,4.1,2.37,4.08,3.04,3.42,1,1,4,7
36,1,5.0,2.5,2.3,3.29,4.2,3.27,1.67,0,1,33,7
30,0,2.2,4.12,4.37,3.4,2.39,3.76,1.82,0,1,15,7
25,1,3.27,2.12,3.09,3.02,3.28,3.29,1.62,0,1,69,7
24,1,2.66,2.09,4.36,3.09,3.33,3.08,1.85,0,1,8,7
58,1,2.92,3.08,3.03,2.67,3.49,1.4,2.31,0,1,54,7
29,1,3.58,3.27,3.82,3.4,4.66,3.76,2.35,0,1,159,7
18,1,2.05,2.46,3.08,3.14,3.1,3.54,3.13,1,1,15,7
25,0,3.34,3.36,3.26,2.88,4.57,3.95,1.72,0,1,23,7
31,0,4.15,3.39,3.9,3.62,3.51,3.42,1.45,0,1,79,7
37,0,2.85,2.86,2.64,3.49,4.57,4.18,2.08,0,0,0,7
37,0,2.5,4.62,5.0,2.18,3.41,3.03,2.6,1,1,48,7
38,1,3.31,3.5,2.83,3.13,3.33,3.37,2.16,0,1,67,7
25,1,3.18,3.99,2.8,2.53,3.59,3.56,2.83,1,0,0,7
35,1,3.01,2.18,3.91,3.18,4.4,3.85,2.32,0,1,78,7
23,1,2.63,2.17,4.34,1.21,3.7,3.68,2.5,1,1,57,7
25,1,3.74,3.52,3.29,3.22,3.73,3.72,2.53,1,1,10,7
22,1,3.79,4.5,2.8,3.53,3.99,3.58,1.0,0,0,0,7
20,1,2.71,2.49,2.9,3.03,3.05,3.27,2.29,0,1,27,7
42,1,2.8,3.3,2.83,2.4,3.81,4.01,1.89,0,1,28,7
38,1,3.49,2.34,3.7,4.27,3.21,2.26,1.59,0,1,2,7
41,0,2.77,2.7,3.45,3.79,4.51,2.97,2.59,1,1,16,7
32,1,3.52,3.34,3.78,2.78,3.86,4.48,2.17,0,1,8,7
39,0,4.35,2.86,3.74,2.94,4.03,2.94,1.0,0,1,52,7
18,1,3.36,2.29,4.04,1.91,2.34,3.35,2.15,0,1,36,7
40,1,2.61,2.27,3.23,3.38,4.04,4.34,1.96,0,1,75,7
33,0,3.65,1.88,3.02,2.28,3.49,3.31,1.0,0,1,62,7
38,0,3.28,3.53,3.6,3.5,2.71,2.83,1.91,0,1,23,7
35,0,3.3,3.62,3.46,3.72,3.66,4.21,1.75,0,1,73,7
22,1,3.71,3.61,3.66,3.06,2.66,3.2,2.28,0,1,10,7
18,1,3.85,2.56,3.04,2.46,3.98,3.25,2.48,0,0,0,7
24,1,3.42,3.9,3.92,3.85,4.49,2.05,1.46,0,1,28,7
37,1,3.36,3.69,2.73,3.1,2.49,3.31,1.0,0,1,65,7
38,1,4.74,3.21,3.21,3.16,3.58,3.86,1.0,0,1,38,7
18,1,4.18,3.09,4.23,2.54,3.5,3.11,1.0,0,1,9,7
22,1,3.94,2.75,2.76,3.22,2.37,2.53,1.45,0,1,17,7
24,0,3.49,3.33,4.18,2.98,4.17,3.07,1.58,0,0,0,7
28,1,2.75,4.33,2.58,2.3,3.99,2.98,1.67,0,0,0,7
18,0,4.13,4.0,2.47,3.9,4.86,3.23,2.09,0,1,49,7
18,0,3.49,3.02,2.53,4.16,3.91,3.05,2.04,0,1,35,7
23,1,3.02,3.58,3.58,3.71,3.06,4.53,2.96,1,1,22,7
32,0,3.24,2.43,3.97,3.62,3.92,3.61,1.01,0,1,52,7
20,1,2.77,3.71,4.34,4.16,4.4,2.22,2.92,1,1,68,7
30,1,4.09,2.62,4.29,2.47,3.31,3.45,1.15,0,1,10,7
42,0,3.84,3.68,4.06,2.46,4.13,3.37,1.23,0,0,0,7
18,1,3.52,5.0,2.96,2.85,2.14,4.21,1.7,0,1,24,7
29,1,3.37,2.8,2.95,3.28,4.51,3.29,1.45,0,1,36,7
42,1,2.96,5.0,4.01,2.92,4.1,3.27,2.06,0,1,17,7
27,0,2.02,3.54,4.42,2.49,2.02,4.67,3.36,1,1,39,7
26,1,2.48,2.68,2.83,3.1,3.84,2.67,1.53,0,1,282,7
43,1,2.92,2.64,4.34,3.04,2.37,3.94,2.91,1,0,0,7
28,1,2.82,4.86,2.25,3.6,3.22,3.44,2.44,0,1,4,7
43,1,3.59,3.55,3.75,3.13,4.02,3.06,1.57,0,1,9,7
36,1,3.93,2.8,3.43,1.96,3.52,2.96,1.82,0,1,33,7
28,1,3.32,3.06,3.37,3.33,4.38,4.32,2.03,0,1,30,7
36,0,4.32,3.5,3.52,4.05,3.64,3.72,1.0,0,1,9,7
35,1,2.89,3.19,2.95,3.12,3.58,3.81,1.8,0,1,3,7
42,1,3.31,3.44,3.79,3.69,4.28,4.01,2.6,1,1,9,7
26,1,3.37,4.44,3.54,2.8,3.39,3.63,1.06,0,1,4,7
32,1,4.11,2.41,4.11,3.44,3.58,2.68,1.11,0,1,5,7
31,1,3.47,3.65,4.53,2.65,3.67,2.33,1.02,0,1,3,7
39,1,3.49,3.15,3.58,2.95,3.56,4.45,1.95,0,1,132,7
21,1,2.32,2.85,2.97,2.96,4.32,3.54,2.6,1,1,91,7
42,0,2.82,3.95,2.76,3.39,3.19,3.45,1.62,0,1,4,7
36,0,4.11,2.18,4.6,2.61,3.09,4.63,1.0,0,1,74,7
18,0,2.05,1.54,4.52,2.22,2.94,2.68,2.88,1,1,93,7
44,1,4.27,3.36,4.08,3.38,2.27,1.68,1.23,0,1,24,7
54,1,3.72,3.1,3.54,3.36,4.52,2.17,1.0,0,1,148,7
42,1,2.91,2.25,4.03,3.17,3.04,3.04,1.82,0,1,8,7
46,1,2.86,2.0,4.35,3.66,3.45,3.48,2.29,0,1,12,7
32,0,4.63,4.55,3.1,2.98,4.57,4.35,1.4,0,1,56,7
18,1,4.32,3.52,3.52,3.27,3.51,3.97,1.46,0,1,32,7
18,1,3.32,3.21,2.78,2.89,3.92,1.66,1.62,0,0,0,7
34,0,3.49,4.74,3.42,2.94,2.72,5.0,2.21,0,0,0,7
26,0,2.98,3.92,4.5,3.3,4.47,3.12,1.96,0,1,3,7
22,0,3.49,4.44,4.2,4.46,3.52,4.23,1.0,0,1,25,7
31,0,2.96,2.37,3.59,3.55,2.97,3.77,2.85,1,1,120,7
38,0,3.35,2.35,1.75,3.43,2.97,3.4,2.05,0,1,33,7
18,1,4.58,3.63,3.07,3.56,4.65,3.24,1.0,0,1,4,7
27,0,3.34,3.49,3.57,1.69,3.24,2.64,1.83,0,1,1,7
47,0,2.72,4.07,3.36,3.29,2.98,2.52,2.48,0,1,17,7
21,0,2.51,2.06,3.52,3.65,3.33,3.29,2.5,1,1,11,7
40,1,3.48,3.69,3.66,3.15,3.63,2.46,1.57,0,1,40,7
27,1,2.91,3.89,3.15,3.07,3.69,4.52,1.85,0,0,0,7
37,1,3.56,3.86,3.5,2.54,3.88,3.47,1.69,0,1,187,7
42,0,2.35,2.92,3.4,2.84,3.75,4.82,2.18,0,0,0,7
39,1,3.85,3.56,3.04,2.6,4.0,3.1,1.0,0,1,20,7
41,1,2.71,2.66,4.7,3.7,3.43,3.0,2.47,0,1,9,7
20,1,3.43,2.99,3.19,4.0,4.88,3.8,2.25,0,1,79,7
43,1,3.18,2.47,2.03,4.26,3.3,3.22,1.56,0,1,8,7
23,1,4.52,2.67,4.66,2.59,4.44,4.06,1.0,0,1,59,7
34,1,3.51,3.03,2.95,2.7,3.23,4.38,1.0,0,1,37,7
34,1,4.66,2.86,4.08,2.65,2.71,4.15,1.0,0,0,0,7
36,0,3.76,2.67,3.06,2.49,2.57,4.33,1.0,0,1,20,7
35,1,4.33,2.29,3.87,2.5,3.79,3.96,1.52,0,1,51,7
23,1,3.26,4.57,3.47,2.79,4.32,3.03,1.02,0,1,66,7
18,1,3.62,2.85,4.15,3.62,2.89,4.18,1.83,0,0,0,7
40,1,4.19,3.43,3.36,2.67,3.06,3.87,1.02,0,1,15,7
33,1,3.99,1.97,3.07,3.73,3.84,2.98,1.61,0,1,56,7
43,0,3.75,4.15,3.67,3.92,3.6,3.07,2.08,0,1,29,7
31,1,3.19,3.32,3.25,3.27,3.24,3.34,1.93,0,1,7,7
18,0,3.3,2.89,2.25,3.84,2.81,4.16,2.43,0,1,28,7
41,1,4.14,2.9,3.11,2.28,3.79,3.48,1.96,0,1,129,7
28,1,4.27,3.81,5.0,2.77,4.0,3.4,1.76,0,1,41,7
35,0,3.01,1.13,2.32,3.21,3.9,3.29,1.76,0,1,16,7
25,0,2.92,2.62,3.66,3.23,3.62,3.16,1.18,0,1,70,7
48,0,2.81,3.12,3.34,3.96,2.95,2.61,2.19,0,1,28,7
23,1,3.94,3.11,4.69,2.5,3.8,3.94,1.44,0,1,5,7
28,1,2.8,4.95,2.78,2.78,3.75,2.71,1.28,0,1,64,7
33,1,3.93,2.96,3.57,3.05,2.79,3.45,1.39,0,1,18,7
21,0,3.75,3.89,3.95,2.79,3.41,3.12,1.0,0,1,50,7
35,1,3.05,4.47,3.38,2.47,3.83,3.92,2.83,1,0,0,7
48,1,4.42,3.67,3.0,2.81,3.55,3.17,1.2,0,1,25,7
27,0,2.45,2.73,3.49,2.95,2.38,2.72,2.13,0,1,9,7
35,0,4.48,2.3,3.3,3.97,3.2,4.07,1.0,0,1,27,7
18,1,3.61,3.72,3.3,2.49,3.16,2.84,1.74,0,1,107,7
31,0,2.05,4.35,4.1,3.59,3.95,3.51,3.1,1,1,69,7
28,0,4.43,3.58,3.76,3.86,5.0,4.27,1.0,0,1,27,7
23,0,4.03,4.06,3.86,2.79,3.68,2.9,1.75,0,0,0,7
42,0,3.12,5.0,3.71,3.26,2.86,3.33,1.37,0,1,24,7
28,0,2.77,3.79,4.12,3.45,3.5,3.11,2.22,0,1,50,7
30,0,2.38,2.43,4.35,3.35,3.61,3.49,3.49,1,1,10,7
28,1,4.97,3.24,3.31,3.15,4.07,3.35,1.0,0,1,9,7
18,1,2.8,4.16,4.03,2.69,4.37,4.03,2.38,0,0,0,7
20,1,2.58,3.03,2.66,3.5,4.46,2.98,1.94,0,1,36,7
41,1,3.57,4.25,2.04,2.88,3.93,4.27,2.72,1,1,29,7
18,1,2.34,3.15,4.69,3.12,3.6,4.49,2.77,1,1,103,7
24,0,2.76,3.43,3.28,3.21,4.52,3.57,1.66,0,0,0,7
28,0,4.05,2.95,3.66,3.61,3.38,2.86,1.81,0,1,43,7
49,0,3.7,3.31,2.7,4.26,3.63,3.37,1.0,0,1,22,7
39,1,3.15,3.35,2.67,2.66,3.45,3.32,2.32,0,1,9,7
26,1,3.41,2.07,3.04,3.13,2.28,4.61,2.29,0,1,25,7
45,1,3.11,2.89,3.92,2.21,4.39,3.33,3.03,1,1,99,7
24,1,3.36,2.34,3.16,3.99,4.02,4.34,1.92,0,1,15,7
42,1,2.9,2.92,3.28,3.13,2.13,3.48,2.2,0,1,29,7
18,0,3.02,2.64,3.02,2.92,4.22,3.43,1.07,0,1,70,7
42,1,3.0,3.91,4.26,3.13,3.41,3.16,1.87,0,1,145,7
27,1,2.93,3.92,4.06,3.16,4.21,3.22,1.8,0,0,0,7
21,1,4.08,3.59,3.19,2.66,3.65,4.01,1.15,0,0,0,7
29,1,3.9,2.31,3.94,3.81,2.76,2.9,1.12,0,1,1,7
34,1,2.79,3.13,3.34,3.49,3.62,4.05,2.66,1,1,30,7
27,0,2.62,2.26,3.28,3.57,3.04,4.38,2.12,0,1,69,7
37,1,3.3,3.1,3.47,2.69,2.84,3.0,2.1,0,1,8,7
26,1,4.8,3.65,3.92,2.66,4.14,4.22,1.0,0,1,133,7
38,1,2.73,3.89,2.92,3.03,3.84,4.11,2.0,0,1,37,7
36,1,3.3,3.53,3.83,3.58,4.53,3.99,1.5,0,1,25,7
31,0,3.46,4.08,5.0,3.4,3.36,2.97,1.85,0,1,14,7
27,1,3.33,3.38,3.62,2.63,3.0,3.32,2.52,1,1,33,7
33,1,3.1,3.04,3.52,3.5,4.0,3.32,1.65,0,1,31,7
37,1,4.15,3.81,3.45,2.52,3.08,4.82,1.2,0,0,0,7
52,1,3.7,3.83,3.81,2.7,3.41,3.39,1.78,0,1,5,7
41,0,3.95,2.83,2.45,3.19,3.93,3.28,1.33,0,1,4,7
41,1,3.78,3.47,4.61,2.4,3.52,2.62,1.0,0,0,0,7
62,1,3.98,2.99,4.14,2.52,3.3,2.74,1.56,0,0,0,7
37,1,4.43,1.79,3.08,4.03,2.73,2.93,1.0,0,1,2,7
36,1,4.27,3.51,3.52,3.92,4.18,3.65,1.0,0,1,53,7
39,1,4.91,2.29,3.14,4.47,3.37,2.43,1.0,0,1,34,7
